    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.4507600000,     -0.7117400000,      1.0000000000,      2.4507600000,    -0.7117400000,     1.0000000000,    14.3829000000
    2.7095800000,     -0.7117400000,      0.9659300000,      2.7095800000,    -0.7117400000,     0.9659300000,    11.5369000000
    2.7007600000,     -0.6447500000,      0.9659300000,      2.7007600000,    -0.6447500000,     0.9659300000,    11.9003000000
    2.6749000000,     -0.5823300000,      0.9659300000,      2.6749000000,    -0.5823300000,     0.9659300000,    12.4759000000
    2.6337700000,     -0.5287300000,      0.9659300000,      2.6337700000,    -0.5287300000,     0.9659300000,    13.2448000000
    2.5801700000,     -0.4876000000,      0.9659300000,      2.5801700000,    -0.4876000000,     0.9659300000,    14.1400000000
    2.5177500000,     -0.4617400000,      0.9659300000,      2.5177500000,    -0.4617400000,     0.9659300000,    15.0539000000
    2.4507600000,     -0.4529200000,      0.9659300000,      2.4507600000,    -0.4529200000,     0.9659300000,    15.8714000000
    2.3837700000,     -0.4617400000,      0.9659300000,      2.3837700000,    -0.4617400000,     0.9659300000,    16.5138000000
    2.3213500000,     -0.4876000000,      0.9659300000,      2.3213500000,    -0.4876000000,     0.9659300000,    16.9645000000
    2.2677500000,     -0.5287300000,      0.9659300000,      2.2677500000,    -0.5287300000,     0.9659300000,    17.2589000000
    2.2266200000,     -0.5823300000,      0.9659300000,      2.2266200000,    -0.5823300000,     0.9659300000,    17.4429000000
    2.2007600000,     -0.6447500000,      0.9659300000,      2.2007600000,    -0.6447500000,     0.9659300000,    17.5292000000
    2.1919400000,     -0.7117400000,      0.9659300000,      2.1919400000,    -0.7117400000,     0.9659300000,    17.4798000000
    2.2007600000,     -0.7787300000,      0.9659300000,      2.2007600000,    -0.7787300000,     0.9659300000,    17.2255000000
    2.2266200000,     -0.8411500000,      0.9659300000,      2.2266200000,    -0.8411500000,     0.9659300000,    16.7126000000
    2.2677500000,     -0.8947500000,      0.9659300000,      2.2677500000,    -0.8947500000,     0.9659300000,    15.9482000000
    2.3213500000,     -0.9358800000,      0.9659300000,      2.3213500000,    -0.9358800000,     0.9659300000,    15.0134000000
    2.3837700000,     -0.9617400000,      0.9659300000,      2.3837700000,    -0.9617400000,     0.9659300000,    14.0353000000
    2.4507600000,     -0.9705600000,      0.9659300000,      2.4507600000,    -0.9705600000,     0.9659300000,    13.1391000000
    2.5177500000,     -0.9617400000,      0.9659300000,      2.5177500000,    -0.9617400000,     0.9659300000,    12.4096000000
    2.5801700000,     -0.9358800000,      0.9659300000,      2.5801700000,    -0.9358800000,     0.9659300000,    11.8795000000
    2.6337700000,     -0.8947500000,      0.9659300000,      2.6337700000,    -0.8947500000,     0.9659300000,    11.5417000000
    2.6749000000,     -0.8411500000,      0.9659300000,      2.6749000000,    -0.8411500000,     0.9659300000,    11.3754000000
    2.7007600000,     -0.7787300000,      0.9659300000,      2.7007600000,    -0.7787300000,     0.9659300000,    11.3701000000
    2.9507600000,     -0.7117400000,      0.8660300000,      2.9507600000,    -0.7117400000,     0.8660300000,     9.2881000000
    2.9337200000,     -0.5823300000,      0.8660300000,      2.9337200000,    -0.5823300000,     0.8660300000,     9.5687000000
    2.8837700000,     -0.4617400000,      0.8660300000,      2.8837700000,    -0.4617400000,     0.8660300000,    10.4809000000
    2.8043100000,     -0.3581900000,      0.8660300000,      2.8043100000,    -0.3581900000,     0.8660300000,    12.1589000000
    2.7007600000,     -0.2787300000,      0.8660300000,      2.7007600000,    -0.2787300000,     0.8660300000,    14.4516000000
    2.5801700000,     -0.2287800000,      0.8660300000,      2.5801700000,    -0.2287800000,     0.8660300000,    16.8665000000
    2.4507600000,     -0.2117400000,      0.8660300000,      2.4507600000,    -0.2117400000,     0.8660300000,    18.7328000000
    2.3213500000,     -0.2287800000,      0.8660300000,      2.3213500000,    -0.2287800000,     0.8660300000,    19.6164000000
    2.2007600000,     -0.2787300000,      0.8660300000,      2.2007600000,    -0.2787300000,     0.8660300000,    19.6486000000
    2.0972100000,     -0.3581900000,      0.8660300000,      2.0972100000,    -0.3581900000,     0.8660300000,    19.3987000000
    2.0177500000,     -0.4617400000,      0.8660300000,      2.0177500000,    -0.4617400000,     0.8660300000,    19.4344000000
    1.9678000000,     -0.5823300000,      0.8660300000,      1.9678000000,    -0.5823300000,     0.8660300000,    19.9704000000
    1.9507600000,     -0.7117400000,      0.8660300000,      1.9507600000,    -0.7117400000,     0.8660300000,    20.7488000000
    1.9678000000,     -0.8411500000,      0.8660300000,      1.9678000000,    -0.8411500000,     0.8660300000,    21.1417000000
    2.0177500000,     -0.9617400000,      0.8660300000,      2.0177500000,    -0.9617400000,     0.8660300000,    20.5095000000
    2.0972100000,     -1.0652900000,      0.8660300000,      2.0972100000,    -1.0652900000,     0.8660300000,    18.6799000000
    2.2007600000,     -1.1447500000,      0.8660300000,      2.2007600000,    -1.1447500000,     0.8660300000,    16.1088000000
    2.3213500000,     -1.1947000000,      0.8660300000,      2.3213500000,    -1.1947000000,     0.8660300000,    13.5370000000
    2.4507600000,     -1.2117400000,      0.8660300000,      2.4507600000,    -1.2117400000,     0.8660300000,    11.5331000000
    2.5801700000,     -1.1947000000,      0.8660300000,      2.5801700000,    -1.1947000000,     0.8660300000,    10.3034000000
    2.7007600000,     -1.1447500000,      0.8660300000,      2.7007600000,    -1.1447500000,     0.8660300000,     9.7416000000
    2.8043100000,     -1.0652900000,      0.8660300000,      2.8043100000,    -1.0652900000,     0.8660300000,     9.5658000000
    2.8837700000,     -0.9617400000,      0.8660300000,      2.8837700000,    -0.9617400000,     0.8660300000,     9.4813000000
    2.9337200000,     -0.8411500000,      0.8660300000,      2.9337200000,    -0.8411500000,     0.8660300000,     9.3524000000
    3.1337700000,     -0.5287300000,      0.7071100000,      3.1337700000,    -0.5287300000,     0.7071100000,     7.5269000000
    3.0631300000,     -0.3581900000,      0.7071100000,      3.0631300000,    -0.3581900000,     0.7071100000,     8.3058000000
    2.9507600000,     -0.2117400000,      0.7071100000,      2.9507600000,    -0.2117400000,     0.7071100000,    10.9883000000
    2.8043100000,     -0.0993700000,      0.7071100000,      2.8043100000,    -0.0993700000,     0.7071100000,    15.5010000000
    2.6337700000,     -0.0287300000,      0.7071100000,      2.6337700000,    -0.0287300000,     0.7071100000,    20.6760000000
    2.4507600000,     -0.0046300000,      0.7071100000,      2.4507600000,    -0.0046300000,     0.7071100000,    24.2595000000
    2.2677500000,     -0.0287300000,      0.7071100000,      2.2677500000,    -0.0287300000,     0.7071100000,    24.5770000000
    2.0972100000,     -0.0993700000,      0.7071100000,      2.0972100000,    -0.0993700000,     0.7071100000,    22.4113000000
    1.9507600000,     -0.2117400000,      0.7071100000,      1.9507600000,    -0.2117400000,     0.7071100000,    20.0739000000
    1.7677500000,     -0.5287300000,      0.7071100000,      1.7677500000,    -0.5287300000,     0.7071100000,    20.8874000000
    1.7436500000,     -0.7117400000,      0.7071100000,      1.7436500000,    -0.7117400000,     0.7071100000,    24.0242000000
    1.7677500000,     -0.8947500000,      0.7071100000,      1.7677500000,    -0.8947500000,     0.7071100000,    26.8892000000
    1.9507600000,     -1.2117400000,      0.7071100000,      1.9507600000,    -1.2117400000,     0.7071100000,    23.3267000000
    2.0972100000,     -1.3241100000,      0.7071100000,      2.0972100000,    -1.3241100000,     0.7071100000,    17.7277000000
    2.2677500000,     -1.3947500000,      0.7071100000,      2.2677500000,    -1.3947500000,     0.7071100000,    12.6529000000
    2.4507600000,     -1.4188500000,      0.7071100000,      2.4507600000,    -1.4188500000,     0.7071100000,     9.4296000000
    2.6337700000,     -1.3947500000,      0.7071100000,      2.6337700000,    -1.3947500000,     0.7071100000,     8.2066000000
    3.2007600000,     -0.2787300000,      0.5000000000,      3.2007600000,    -0.2787300000,     0.5000000000,     6.1922000000
    3.0631300000,     -0.0993700000,      0.5000000000,      3.0631300000,    -0.0993700000,     0.5000000000,     9.7018000000
    2.2266200000,     -1.5482600000,      0.5000000000,      2.2266200000,    -1.5482600000,     0.5000000000,    11.2939000000
    2.4507600000,     -1.5777700000,      0.5000000000,      2.4507600000,    -1.5777700000,     0.5000000000,     7.1364000000
    3.2872800000,     -0.2287800000,      0.2588200000,      3.2872800000,    -0.2287800000,     0.2588200000,     4.6045000000
    3.1337700000,     -0.0287300000,      0.2588200000,      3.1337700000,    -0.0287300000,     0.2588200000,     8.4823000000
    2.2007600000,     -1.6447500000,      0.2588200000,      2.2007600000,    -1.6447500000,     0.2588200000,     9.7496000000
    2.4507600000,     -1.6776700000,      0.2588200000,      2.4507600000,    -1.6776700000,     0.2588200000,     5.2986000000
    3.3167900000,     -0.2117400000,      0.0000000000,      3.3167900000,    -0.2117400000,     0.0000000000,     4.0095000000
    3.1578700000,     -0.0046300000,      0.0000000000,      3.1578700000,    -0.0046300000,     0.0000000000,     7.9329000000
    2.4507600000,     -1.7117400000,      0.0000000000,      2.4507600000,    -1.7117400000,     0.0000000000,     4.5897000000
    3.2872800000,     -0.2287800000,     -0.2588200000,      3.2872800000,    -0.2287800000,    -0.2588200000,     4.6045000000
    3.1337700000,     -0.0287300000,     -0.2588200000,      3.1337700000,    -0.0287300000,    -0.2588200000,     8.4823000000
